,g^4,gamma,f,f_error
0,0.0,1.0,0.0,0.0
1,0.25125628140703515,1.0,0.001020209465629714,2.718384092838326e-16
2,0.5025125628140703,1.0,0.002023323832501569,5.391217692278533e-16
3,0.7537688442211055,1.0,0.0030008412100000856,5.101360293125508e-10
4,1.0050251256281406,1.0,0.003955579189514505,1.0539783958011357e-15
5,1.2562814070351758,1.0,0.004891221686551637,7.93972516882053e-09
6,1.507537688442211,1.0,0.005802245234633813,2.9715137663685624e-09
7,1.758793969849246,1.0,0.006694323789741168,8.935828757631676e-09
8,2.0100502512562812,1.0,0.007567333273191055,2.016347408956028e-15
9,2.2613065326633164,1.0,0.008421517232767317,1.4455336310625404e-08
10,2.5125628140703515,1.0,0.009261970725264482,1.135287620415106e-08
11,2.7638190954773867,1.0,0.010090734136764458,1.1811176902321437e-08
12,3.015075376884422,1.0,0.010907723187737285,6.9062462638819624e-09
13,3.266331658291457,1.0,0.011715145038473457,8.851272413627124e-09
14,3.517587939698492,1.0,0.012513560700447865,1.319441765196943e-08
15,3.7688442211055273,1.0,0.013302742941161239,1.404317448447337e-08
16,4.0201005025125625,1.0,0.014086391260079066,3.752985232333189e-15
17,4.271356783919598,1.0,0.014862729163342359,1.0896243576971211e-08
18,4.522613065326633,1.0,0.015630788347382376,1.4508617690807137e-08
19,4.773869346733668,1.0,0.016392762223201303,1.0022707701511677e-08
20,5.025125628140703,1.0,0.01714794213079503,1.1322823653995285e-08
21,5.276381909547738,1.0,0.017896333101468747,1.4033412851927952e-08
22,5.527638190954773,1.0,0.01863963304935054,1.148437078328321e-08
23,5.7788944723618085,1.0,0.019376134980360362,1.1586480799489275e-08
24,6.030150753768844,1.0,0.02010660188591066,1.4051048862144286e-08
25,6.281407035175879,1.0,0.020831732715445632,9.505846724572034e-09
26,6.532663316582914,1.0,0.02155180725658158,1.198030930706747e-08
27,6.783919597989949,1.0,0.022265771064371442,1.4864214064271208e-08
28,7.035175879396984,1.0,0.022973682987928613,1.4262368356817604e-08
29,7.2864321608040195,1.0,0.023677293412849517,1.2464616034688725e-08
30,7.537688442211055,1.0,0.024376244241866688,1.3943372104037148e-08
31,7.78894472361809,1.0,0.025069761521730766,1.4272100641365573e-08
32,8.040201005025125,1.0,0.025759075597873323,3.860940405589026e-09
33,8.29145728643216,1.0,0.026443361559882538,1.3218335166478e-08
34,8.542713567839195,1.0,0.02712257270353351,1.4190988311286945e-08
35,8.793969849246231,1.0,0.027797186152556174,1.2909084236048608e-08
36,9.045226130653266,1.0,0.028467283181012364,1.3140973434853538e-08
37,9.2964824120603,1.0,0.029133249844698606,1.3542720077175853e-08
38,9.547738693467336,1.0,0.029794269759951614,1.4622923311150363e-08
39,9.798994974874372,1.0,0.03045193540160454,1.2731767612421713e-08
40,10.050251256281406,1.0,0.031105433476540652,1.267545640016811e-08
41,10.30150753768844,1.0,0.03175474250189963,1.467830155449185e-08
42,10.552763819095476,1.0,0.032400539508493705,1.4001322671850716e-08
43,10.804020100502512,1.0,0.03304129218344593,1.454368214765617e-08
44,11.055276381909547,1.0,0.03367787624649931,1.4434752153854171e-08
45,11.306532663316581,1.0,0.03431160704884383,1.4667685441144518e-08
46,11.557788944723617,1.0,0.034941795815543034,1.347463944178866e-08
47,11.809045226130653,1.0,0.03556747138365469,1.68894055349604e-08
48,12.060301507537687,1.0,0.03618902132471618,2.8706321202500483e-08
49,12.311557788944722,1.0,0.03680688668682661,1.5683427204809218e-08
50,12.562814070351758,1.0,0.0374212844268394,1.6671786928450346e-08
51,12.814070351758794,1.0,0.038032107852182126,2.6674968160983438e-08
52,13.065326633165828,1.0,0.038640270496481895,1.4507395059441587e-08
53,13.316582914572862,1.0,0.039245061079200595,4.369896301373149e-08
54,13.567839195979898,1.0,0.03984604689544251,2.6003543550839213e-08
55,13.819095477386934,1.0,0.040444147629278525,2.9077333746490623e-08
56,14.070351758793969,1.0,0.041038645235765496,6.494289382438563e-08
57,14.321608040201003,1.0,0.04163058577110027,4.714644086213218e-08
58,14.572864321608039,1.0,0.04221906351622276,3.2868594234181844e-08
59,14.824120603015075,1.0,0.04280353759160604,2.3123025314089795e-08
60,15.07537688442211,1.0,0.043386533287898627,4.601869642071377e-08
61,15.326633165829143,1.0,0.043966837230321944,6.240335187327163e-08
62,15.57788944723618,1.0,0.04454310917187276,1.101497511487629e-07
63,15.829145728643216,1.0,0.04511639369212358,6.968211052203345e-08
64,16.08040201005025,1.0,0.045686690087035915,1.4770871169001369e-07
65,16.331658291457284,1.0,0.04625436143813653,7.104455602535441e-08
66,16.58291457286432,1.0,0.046819352958439496,9.069590955161526e-08
67,16.834170854271356,1.0,0.04738093475444071,1.1111474167911911e-07
68,17.08542713567839,1.0,0.047939642431352215,1.5926090891226626e-07
69,17.336683417085425,1.0,0.048495983940689484,1.0362260897639987e-07
70,17.587939698492463,1.0,0.04905008342223465,1.3048061995585117e-07
71,17.839195979899497,1.0,0.04960138873680816,1.0345402377335781e-07
72,18.09045226130653,1.0,0.050150147735620994,2.2635090449964468e-07
73,18.341708542713565,1.0,0.05069637099649891,1.034276337143624e-07
74,18.5929648241206,1.0,0.0512397332222844,1.3848837268754317e-07
75,18.844221105527637,1.0,0.05178032381993237,1.3770076709612646e-07
76,19.09547738693467,1.0,0.05231859966264649,2.6368835012537067e-07
77,19.346733668341706,1.0,0.05285488959374655,2.1201884559422395e-07
78,19.597989949748744,1.0,0.05338767248053038,2.002201531227072e-07
79,19.849246231155778,1.0,0.05391774390742807,3.3712732531436245e-07
80,20.100502512562812,1.0,0.05444695987935305,2.9123252053211285e-07
81,20.351758793969847,1.0,0.05497409711003182,3.3732215051283586e-07
82,20.60301507537688,1.0,0.05549841108069237,5.031272510034397e-07
83,20.85427135678392,1.0,0.05602044124790379,3.848700217623069e-07
84,21.105527638190953,1.0,0.05653987648232428,3.1475619295098295e-07
85,21.356783919597987,1.0,0.05705677811630413,3.3069951532268896e-07
86,21.608040201005025,1.0,0.05757192340156291,5.108173575562782e-07
87,21.85929648241206,1.0,0.05808462606468673,5.516580374258489e-07
88,22.110552763819094,1.0,0.05859492821630948,3.718077612714434e-07
89,22.361809045226128,1.0,0.059103005654003955,5.277777184859882e-07
90,22.613065326633162,1.0,0.05960900706936737,5.865989259102908e-07
91,22.8643216080402,1.0,0.06011336608589698,6.90753527532686e-07
92,23.115577889447234,1.0,0.06061502071616767,5.851739482957401e-07
93,23.36683417085427,1.0,0.06111493072630795,7.752186369105021e-07
94,23.618090452261306,1.0,0.06161323009542346,6.179467602078277e-07
95,23.86934673366834,1.0,0.06210863746418433,5.486776660850548e-07
96,24.120603015075375,1.0,0.06260217352049129,5.746394795270559e-07
97,24.37185929648241,1.0,0.06309399030971526,8.607491446280512e-07
98,24.623115577889443,1.0,0.06358380195001816,9.80949184378079e-07
99,24.87437185929648,1.0,0.0640720395942982,6.276543276973414e-07
100,25.125628140703515,1.0,0.06455835557555223,5.162998965977522e-07
101,25.37688442211055,1.0,0.06504267984029878,8.012706624908346e-07
102,25.628140703517587,1.0,0.06552498531647835,6.299564035021797e-07
103,25.87939698492462,1.0,0.06600543757689827,8.719684690399719e-07
104,26.130653266331656,1.0,0.06648413684627291,2.6903321643903273e-07
105,26.38190954773869,1.0,0.06696047832012335,7.910818231908267e-07
106,26.633165829145725,1.0,0.06743534086353199,1.0288695373064482e-06
107,26.884422110552762,1.0,0.06790835596869278,7.697650057871176e-07
108,27.135678391959797,1.0,0.06837916430231401,9.532642649992318e-07
109,27.38693467336683,1.0,0.06884879754692035,8.149959596318273e-07
110,27.63819095477387,1.0,0.06931632181269021,7.884692022904553e-07
111,27.889447236180903,1.0,0.06978235987224078,7.984776448781245e-07
112,28.140703517587937,1.0,0.070246844575224,9.714404693412637e-07
113,28.39195979899497,1.0,0.07070942229369366,1.174465320133189e-06
114,28.643216080402006,1.0,0.0711703311381549,1.1551293325728662e-06
115,28.894472361809044,1.0,0.07162950810113256,9.772228559872882e-07
116,29.145728643216078,1.0,0.07208749128015922,1.4672020966556227e-06
117,29.396984924623112,1.0,0.0725434822758831,2.606102484515621e-06
118,29.64824120603015,1.0,0.07299729646721025,1.6541070745322236e-06
119,29.899497487437184,1.0,0.07344962198314077,1.7811666470362837e-06
120,30.15075376884422,1.0,0.07390065134011028,5.051505078246391e-06
121,30.402010050251253,1.0,0.07434995507354761,1.6956655487811398e-06
122,30.653266331658287,1.0,0.07479761446114885,3.372468715097152e-06
123,30.904522613065325,1.0,0.07524383454921782,2.1701025868571885e-06
124,31.15577889447236,1.0,0.07568851565004177,3.3136084343694633e-06
125,31.407035175879393,1.0,0.07613187790594142,4.8572135128939515e-06
126,31.65829145728643,1.0,0.07657397080645396,2.653362876696822e-06
127,31.909547738693465,1.0,0.07701418372306629,4.817371549739498e-06
128,32.1608040201005,1.0,0.07745288136284181,6.493945206989644e-06
129,32.41206030150754,1.0,0.0778901185617202,4.241760505454173e-06
130,32.66331658291457,1.0,0.07832566618169977,3.757074835024754e-06
131,32.914572864321606,1.0,0.07876005179357998,5.748960367626042e-06
132,33.16582914572864,1.0,0.07919331449402336,3.041172205161315e-06
133,33.417085427135675,1.0,0.07962507320767528,3.1738754650818535e-06
134,33.66834170854271,1.0,0.08005527152390716,4.984684051953405e-06
135,33.91959798994974,1.0,0.08048440668666967,6.578839614270052e-06
136,34.17085427135678,1.0,0.08091217191216284,7.429551396768291e-06
137,34.42211055276382,1.0,0.08133844448596399,6.302390123780145e-06
138,34.67336683417085,1.0,0.08176322236464358,4.7009443937715595e-06
139,34.92462311557789,1.0,0.0821863385872069,3.159948628062824e-06
140,35.175879396984925,1.0,0.08260821938181395,7.060267946948154e-06
141,35.427135678391956,1.0,0.08302898171041675,1.026964813060053e-05
142,35.678391959798994,1.0,0.08344822801837133,9.652121070606504e-06
143,35.929648241206024,1.0,0.08386628106057574,6.874948109270949e-06
144,36.18090452261306,1.0,0.08428319057291478,6.253303098449693e-06
145,36.4321608040201,1.0,0.08469831404705823,4.100099376220629e-06
146,36.68341708542713,1.0,0.08511216005557433,7.531550884594577e-06
147,36.93467336683417,1.0,0.08552502980738347,7.704350571765356e-06
148,37.1859296482412,1.0,0.08593626030915157,6.0736055432932895e-06
149,37.43718592964824,1.0,0.08634633731567136,4.902603519170205e-06
150,37.688442211055275,1.0,0.08675516899130188,8.1755028807559e-06
151,37.939698492462306,1.0,0.08716243288314833,1.0041276181629543e-05
152,38.19095477386934,1.0,0.08756854652240993,1.4939715545270316e-05
153,38.44221105527638,1.0,0.08797395335931685,8.124052527762063e-06
154,38.69346733668341,1.0,0.08837843085534684,1.376022420385075e-05
155,38.94472361809045,1.0,0.08878135339262246,1.1721282106524276e-05
156,39.19597989949749,1.0,0.08918301074869961,1.287208807859519e-05
157,39.44723618090452,1.0,0.08958356678103412,1.3691697294983854e-05
158,39.698492462311556,1.0,0.08998285171252322,1.4174883750158625e-05
159,39.94974874371859,1.0,0.09038094725454411,1.0300490418254634e-05
160,40.201005025125625,1.0,0.0907776953272821,8.971720427919628e-06
161,40.45226130653266,1.0,0.09117318699313061,1.6120371053348154e-05
162,40.70351758793969,1.0,0.09156793443080795,2.0650934587919753e-05
163,40.95477386934673,1.0,0.09196173249810885,1.0777666277395464e-05
164,41.20603015075376,1.0,0.09235429516960651,1.6622896722626615e-05
165,41.4572864321608,1.0,0.09274547787868855,1.5228552686899302e-05
166,41.70854271356784,1.0,0.09313532495038353,2.0233975603438338e-05
167,41.95979899497487,1.0,0.09352444206395134,1.2741231848132014e-05
168,42.211055276381906,1.0,0.09391227127447488,1.8732741950257535e-05
169,42.462311557788944,1.0,0.0942989869105661,2.2926334395720285e-05
170,42.713567839195974,1.0,0.0946846300887635,2.0549399651519204e-05
171,42.96482412060301,1.0,0.09506931185535444,2.408724174152248e-05
172,43.21608040201005,1.0,0.09545285795223073,2.2679926614886364e-05
173,43.46733668341708,1.0,0.0958349072910265,2.8745819759208262e-05
174,43.71859296482412,1.0,0.09621585431619721,3.109307052537706e-05
175,43.96984924623115,1.0,0.09659584349308215,1.325409100284005e-05
176,44.22110552763819,1.0,0.09697506280328096,1.679826740930102e-05
177,44.472361809045225,1.0,0.09735307534446262,1.7700829653961864e-05
178,44.723618090452256,1.0,0.09773010863716024,2.856661324915132e-05
179,44.97487437185929,1.0,0.09810633885047777,2.911713852151632e-05
180,45.226130653266324,1.0,0.09848145835280152,2.295332413910806e-05
181,45.47738693467336,1.0,0.09885551864189285,1.9820888178003045e-05
182,45.7286432160804,1.0,0.09922861480171864,1.8953579714992413e-05
183,45.97989949748743,1.0,0.0996007800038309,1.2002632575932192e-05
184,46.23115577889447,1.0,0.09997216761080276,1.8441000070870852e-05
185,46.482412060301506,1.0,0.10034248437071891,2.3560498076196333e-05
186,46.73366834170854,1.0,0.10071182053524214,2.0511103623897888e-05
187,46.984924623115575,1.0,0.10107998071856145,2.1607042981042213e-05
188,47.23618090452261,1.0,0.10144687734195397,1.4251002221154006e-05
